NutNet_Litter_Bag_No,String,Init_Litter_Mass_g,Site_Text,Trt,Date_Sent,Date_Deployed,Collection_Date,Lab_Arrival_Date,Days_Since_Deployment,Fin_Litter_Mass_g,Prop_Init_Mass,Notes,Carbon_Perc,Nitrogen_perc,Carbon_Rerun_Perc,Nitrogen_Rerun_Perc,Carbon_Used_Perc,Nitrogen_Used_Perc,Init_Crucible_Mass_g,Crucible_Plus_Sample_g,Ashed_Crucible_Sample_g,Initial_Ashed_Sample_Mass_g,Ash_Mass_g,Perc_AFDM,Perc_C_pred_from_AFDM,Init_C_Mass_g,Plot,Fin_C_Mass_g,Prop_Init_C_Mass,Yrs_Since_Deployment,Harvest_No,Init_N_Mass_g,Fin_N_Mass_g,Prop_Init_N_Mass,
1317,16,9.994,Sierra Foothill REC ,P,11/24/09,5/16/10,5/1/12,5/10/12,716,7.62,0.7625,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",44.216,1.577,,,44.216,1.577,17.223,17.545,17.262,0.322,0.039,87.88819876,44.86533219,4.83389792,16,3.3692592,0.697006692,1.962,2,0.09264438,0.1201674,1.297082457,
1328,17,9.998,Sierra Foothill REC ,NPK+Fence,11/24/09,5/16/10,5/1/12,5/10/12,716,8.92,0.8922,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",30.067,1.368,,,30.067,1.368,17.227,17.675,17.419,0.448,0.192,57.14285714,29.43296316,4.83583264,17,2.6819764,0.554604884,1.962,2,0.09268146,0.1220256,1.316612837,
1335,18,9.995,Sierra Foothill REC ,PK,11/24/09,5/16/10,5/1/12,5/10/12,716,7.21,0.7214,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",42.823,1.662,,,42.823,1.662,16.305,16.581,16.342,0.276,0.037,86.5942029,44.21582171,4.8343816,18,3.0875383,0.638662513,1.962,2,0.09265365,0.1198302,1.293313323,
1342,19,9.991,Sierra Foothill REC ,N,11/24/09,5/16/10,5/1/12,5/10/12,716,7.06,0.7066,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",42.138,1.785,,,42.138,1.785,17.249,17.596,17.29,0.347,0.041,88.18443804,45.01402704,4.83244688,19,2.9749428,0.615618314,1.962,2,0.09261657,0.126021,1.360674445,
1349,20,10.004,Sierra Foothill REC ,NPK,11/24/09,5/16/10,5/1/12,5/10/12,716,6.68,0.6677,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",46.326,1.736,,,46.326,1.736,17.433,17.89,17.479,0.457,0.046,89.93435449,45.89238308,4.83873472,20,3.0945768,0.639542562,1.962,2,0.09273708,0.1159648,1.250468529,
1356,21,9.999,Sierra Foothill REC ,K,11/24/09,5/16/10,5/1/12,5/10/12,716,7.15,0.7151,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",43.286,1.531,,,43.286,1.531,16.97,17.309,17.003,0.339,0.033,90.26548673,46.05859216,4.83631632,21,3.094949,0.639939325,1.962,2,0.09269073,0.1094665,1.180986491,
1363,22,9.998,Sierra Foothill REC ,P,11/24/09,5/16/10,5/1/12,5/10/12,716,7.05,0.7051,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",43.833,1.541,,,43.833,1.541,17.269,17.64,17.307,0.371,0.038,89.7574124,45.80356847,4.83583264,22,3.0902265,0.639026767,1.962,2,0.09268146,0.1086405,1.172192367,
1370,23,10.008,Sierra Foothill REC ,NPK,11/24/09,5/16/10,5/1/12,5/10/12,716,7.66,0.7654,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",43.603,1.652,,,43.603,1.652,18.447,18.769,17.484,0.322,-0.963,399.068323,201.0596128,4.84066944,23,3.3399898,0.689985103,1.962,2,0.09277416,0.1265432,1.36399187,
1377,24,10.001,Sierra Foothill REC ,NK,11/24/09,5/16/10,5/1/12,5/10/12,716,7.21,0.7209,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",45.216,1.741,,,45.216,1.741,17.04,17.345,17.071,0.305,0.031,89.83606557,45.84304778,4.83728368,24,3.2600736,0.67394716,1.962,2,0.09270927,0.1255261,1.353975714,
1384,25,9.994,Sierra Foothill REC ,PK,11/24/09,5/16/10,5/1/12,5/10/12,716,7.86,0.7865,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",39.811,1.384,,,39.811,1.384,17.085,17.371,17.138,0.286,0.053,81.46853147,41.64303348,4.83389792,25,3.1291446,0.647333612,1.962,2,0.09264438,0.1087824,1.174193189,
1391,26,9.997,Sierra Foothill REC ,Fence,11/24/09,5/16/10,5/1/12,5/10/12,716,7.46,0.7462,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",46.106,1.57,,,46.106,1.57,16.975,17.331,17.007,0.356,0.032,91.01123596,46.43291479,4.83534896,26,3.4395076,0.711325621,1.962,2,0.09267219,0.117122,1.263831145,
1398,27,10.008,Sierra Foothill REC ,Control,11/24/09,5/16/10,5/1/12,5/10/12,716,7.71,0.7704,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",45.734,1.556,,,45.734,1.556,17.456,17.854,17.495,0.398,0.039,90.20100503,46.0262261,4.84066944,27,3.5260914,0.728430529,1.962,2,0.09277416,0.1199676,1.293114376,
1405,28,9.996,Sierra Foothill REC ,NP,11/24/09,5/16/10,5/1/12,5/10/12,716,7.29,0.7293,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",44.641,1.642,,,44.641,1.642,17.165,17.579,17.226,0.414,0.061,85.26570048,43.54899095,4.83486528,28,3.2543289,0.673096087,1.962,2,0.09266292,0.1197018,1.291798273,
1411,29,10.007,Sierra Foothill REC ,NPK+Fence,11/24/09,5/16/10,5/1/12,5/10/12,716,7.03,0.7025,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",43.733,1.933,,,43.733,1.933,17.41,17.802,17.458,0.392,0.048,87.75510204,44.7985254,4.84018576,29,3.0744299,0.635188411,1.962,2,0.09276489,0.1358899,1.464885044,
1419,30,10,Sierra Foothill REC ,N,11/24/09,5/16/10,5/1/12,5/10/12,716,7.02,0.702,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",46.476,1.738,,,46.476,1.738,17.292,17.67,17.329,0.378,0.037,90.21164021,46.03156435,4.8368,30,3.2626152,0.674540026,1.962,2,0.0927,0.1220076,1.31615534,
216,1,10.01,Sierra Foothill REC ,NK,,5/17/10,5/1/12,5/10/12,715,7.49,0.7483,,43.972,1.896,,,43.972,1.896,17.176,17.534,17.221,0.358,0.045,87.4301676,44.63542726,4.8416368,31,3.2935028,0.680245738,1.959,2,0.0927927,0.1420104,1.53040487,
223,2,10.01,Sierra Foothill REC ,P,,5/17/10,5/1/12,5/10/12,715,8.47,0.8462,,36.351,1.371,,,36.351,1.371,17.142,17.536,17.23,0.394,0.088,77.66497462,39.73386969,4.8416368,32,3.0789297,0.635927441,1.959,2,0.0927927,0.1161237,1.251431416,
229,3,10.01,Sierra Foothill REC ,PK,,5/17/10,5/1/12,5/10/12,715,8.7,0.8691,,36.771,1.263,,,36.771,1.263,17.226,17.626,17.32,0.4,0.094,76.5,39.14912035,4.8416368,33,3.199077,0.660742871,1.959,2,0.0927927,0.109881,1.18415565,
237,4,10.01,Sierra Foothill REC ,Control,,5/17/10,5/1/12,5/10/12,715,8.48,0.8472,,34.965,1.284,,,34.965,1.284,17.303,17.683,17.418,0.38,0.115,69.73684211,35.75440938,4.8416368,34,2.965032,0.612402814,1.959,2,0.0927927,0.1088832,1.173402649,
244,5,10.01,Sierra Foothill REC ,K,,5/17/10,5/1/12,5/10/12,715,9.81,0.98,,21.659,0.927,27.74,0.921,27.74,0.921,17.25,17.862,17.547,0.612,0.297,51.47058824,26.58581486,4.8416368,35,2.721294,0.562060748,1.959,2,0.0927927,0.0903501,0.973676809,
251,6,10,Sierra Foothill REC ,Fence,,5/17/10,5/1/12,5/10/12,715,9.84,0.984,,31.123,1.272,,,31.123,1.272,17.457,18.006,17.687,0.549,0.23,58.10564663,29.91622735,4.8368,36,3.0625032,0.633167218,1.959,2,0.0927,0.1251648,1.350213592,
258,7,10,Sierra Foothill REC ,NPK+Fence,,5/17/10,5/1/12,5/10/12,715,8.53,0.853,,29.404,1.516,,,29.404,1.516,17.65,18.117,17.804,0.467,0.154,67.0235546,34.39249724,4.8368,37,2.5081612,0.518557972,1.959,2,0.0927,0.1293148,1.394981661,
265,8,10,Sierra Foothill REC ,NPK,,5/17/10,5/1/12,5/10/12,715,7.99,0.799,,43.785,1.83,,,43.785,1.83,17.553,18.029,17.618,0.476,0.065,86.34453782,44.0905044,4.8368,38,3.4984215,0.723292569,1.959,2,0.0927,0.146217,1.577313916,
272,9,10,Sierra Foothill REC ,NP,,5/17/10,5/1/12,5/10/12,715,7.7,0.77,,39.525,1.713,,,39.525,1.713,17.206,17.63,17.322,0.424,0.116,72.64150943,37.21238304,4.8368,39,3.043425,0.629222833,1.959,2,0.0927,0.131901,1.422880259,
279,10,10.01,Sierra Foothill REC ,N,,5/17/10,5/1/12,5/10/12,715,7.57,0.7562,,41.424,1.658,,,41.424,1.658,17.448,17.811,17.531,0.363,0.083,77.13498623,39.46784642,4.8416368,40,3.1357968,0.64767287,1.959,2,0.0927927,0.1255106,1.352591314,
282,11,10,Sierra Foothill REC ,N,,5/15/10,5/1/12,5/10/12,717,7.65,0.765,,46.847,1.645,,,46.847,1.645,17.319,17.697,17.348,0.378,0.029,92.32804233,47.09387482,4.8368,41,3.5837955,0.740943496,1.964,2,0.0927,0.1258425,1.357524272,
293,12,10,Sierra Foothill REC ,NP,,5/15/10,5/1/12,5/10/12,717,7.24,0.724,,44.954,1.785,,,44.954,1.785,17.067,17.393,17.102,0.326,0.035,89.26380368,45.55580567,4.8368,42,3.2546696,0.672897287,1.964,2,0.0927,0.129234,1.394110032,
300,13,10.01,Sierra Foothill REC ,K,,5/15/10,5/1/12,5/10/12,717,7.29,0.7283,,43.594,1.331,,,43.594,1.331,17.139,17.501,17.172,0.362,0.033,90.8839779,46.36903867,4.8416368,43,3.1780026,0.656390128,1.964,2,0.0927927,0.0970299,1.045663075,
306,14,10.01,Sierra Foothill REC ,PK,,5/15/10,5/1/12,5/10/12,717,8.35,0.8342,,44.571,1.51,,,44.571,1.51,17.291,17.63,17.332,0.339,0.041,87.90560472,44.87406897,4.8416368,44,3.7216785,0.768681885,1.964,2,0.0927927,0.126085,1.358781456,
313,15,10.01,Sierra Foothill REC ,Control,,5/15/10,5/1/12,5/10/12,717,8.03,0.8022,,44.421,1.356,,,44.421,1.356,17.208,17.61,17.259,0.402,0.051,87.31343284,44.57683321,4.8416368,45,3.5670063,0.736735622,1.964,2,0.0927927,0.1088868,1.173441445,
321,16,10,Sierra Foothill REC ,Fence,,5/15/10,5/1/12,5/10/12,717,7.35,0.735,,46.992,1.531,,,46.992,1.531,17.264,17.647,17.295,0.383,0.031,91.90600522,46.8820368,4.8368,46,3.453912,0.714090308,1.964,2,0.0927,0.1125285,1.213899676,
323,17,10,Sierra Foothill REC ,P,,5/15/10,5/1/12,5/10/12,717,7.07,0.707,,48.484,1.39,,,48.484,1.39,17.252,17.618,17.276,0.366,0.024,93.44262295,47.65332932,4.8368,47,3.4278188,0.708695584,1.964,2,0.0927,0.098273,1.060118662,
333,18,10.01,Sierra Foothill REC ,NPK,,5/15/10,5/1/12,5/10/12,717,6.87,0.6863,,44.934,1.764,,,44.934,1.764,17.296,17.619,17.33,0.323,0.034,89.47368421,45.66115346,4.8416368,48,3.0869658,0.637587231,1.964,2,0.0927927,0.1211868,1.305994976,
340,19,10,Sierra Foothill REC ,NPK+Fence,,5/15/10,5/1/12,5/10/12,717,8.22,0.822,,47.033,1.34,,,47.033,1.34,17.599,18.009,17.626,0.41,0.027,93.41463415,47.63928057,4.8368,49,3.8661126,0.799312066,1.964,2,0.0927,0.110148,1.188220065,
349,20,10.01,Sierra Foothill REC ,NK,,5/15/10,5/1/12,5/10/12,717,5.95,0.5944,,47.31,1.937,,,47.31,1.937,17.556,17.928,17.585,0.372,0.029,92.20430108,47.03176393,4.8416368,50,2.814945,0.581403586,1.964,2,0.0927927,0.1152515,1.24203197,
1214,1,10.003,Sierra Foothill REC ,P,11/24/09,5/15/10,4/30/13,5/7/13,1081,5.853,0.5851,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",35.958,1.578,,,35.958,1.578,17.796,18.34,17.96,0.544,0.164,69.85294118,35.81268434,4.83825104,1,2.10462174,0.434996391,2.962,3,0.09272781,0.09236034,0.996037111,
1220,2,10.005,Sierra Foothill REC ,K,11/24/09,5/15/10,4/30/13,5/7/13,1081,4.924,0.4922,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",46.636,3.119,,,46.636,3.119,17.407,17.783,17.446,0.376,0.039,89.62765957,45.73844011,4.8392184,2,2.29635664,0.474530482,2.962,3,0.09274635,0.15357956,1.655909478,
1227,3,9.993,Sierra Foothill REC ,PK,11/24/09,5/15/10,4/30/13,5/7/13,1081,5.092,0.5096,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",47.228,2.2,,,47.228,2.2,17.169,17.57,17.21,0.401,0.041,89.7755611,45.81267806,4.83341424,3,2.40484976,0.497546794,2.962,3,0.09263511,0.112024,1.209303902,
1236,4,9.993,Sierra Foothill REC ,NP,11/24/09,5/15/10,4/30/13,5/7/13,1081,7.507,0.7512,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",39.866,1.619,,,39.866,1.619,17.738,18.142,17.838,0.404,0.1,75.24752475,38.5204508,4.83341424,4,2.99274062,0.61917735,2.962,3,0.09263511,0.12153833,1.312011504,
1241,5,10.003,Sierra Foothill REC ,Control,11/24/09,5/15/10,4/30/13,5/7/13,1081,5.879,0.5877,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",43.199,1.874,,,43.199,1.874,17.688,18.177,17.797,0.489,0.109,77.70961145,39.75627478,4.83825104,5,2.53966921,0.524914724,2.962,3,0.09272781,0.11017246,1.188127488,
1250,6,10.008,Sierra Foothill REC ,Fence,11/24/09,5/15/10,4/30/13,5/7/13,1081,5.2,0.5196,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",28.807,1.637,,,28.807,1.637,17.212,17.776,17.433,0.564,0.221,60.81560284,31.27646737,4.84066944,6,1.497964,0.309453892,2.962,3,0.09277416,0.085124,0.91753997,
1257,7,10.008,Sierra Foothill REC ,NPK+Fence,11/24/09,5/15/10,4/30/13,5/7/13,1081,5.697,0.5692,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",42.656,1.67,,,42.656,1.67,17.507,17.958,17.588,0.451,0.081,82.03991131,41.92983285,4.84066944,7,2.43011232,0.502019886,2.962,3,0.09277416,0.0951399,1.025499988,
1263,8,10.002,Sierra Foothill REC ,N,11/24/09,5/15/10,4/30/13,5/7/13,1081,6.089,0.6088,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",44.088,1.797,,,44.088,1.797,17.762,18.27,17.891,0.508,0.129,74.60629921,38.19859296,4.83776736,8,2.68451832,0.554908519,2.962,3,0.09271854,0.10941933,1.180123522,
1269,9,9.997,Sierra Foothill REC ,NK,11/24/09,5/15/10,4/30/13,5/7/13,1081,5.756,0.5758,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",33.959,1.741,,,33.959,1.741,17.481,17.778,17.6,0.297,0.119,59.93265993,30.83328151,4.83534896,9,1.95468004,0.404247978,2.962,3,0.09267219,0.10021196,1.081359575,
1278,10,9.997,Sierra Foothill REC ,NPK,11/24/09,5/15/10,4/30/13,5/7/13,1081,6.248,0.625,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",43.833,2.103,,,43.833,2.103,17.142,17.418,17.192,0.276,0.05,81.88405797,41.85160356,4.83534896,10,2.73868584,0.566388458,2.962,3,0.09267219,0.13139544,1.417851893,
1284,11,9.993,Sierra Foothill REC ,Fence,11/24/09,5/16/10,4/30/13,5/7/13,1080,5.711,0.5715,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",47.571,1.789,,,47.571,1.789,17.102,17.424,17.133,0.322,0.031,90.37267081,46.11239232,4.83341424,11,2.71677981,0.562082966,2.959,3,0.09263511,0.10216979,1.102927281,
1292,12,10.003,Sierra Foothill REC ,NP,11/24/09,5/16/10,4/30/13,5/7/13,1080,7.106,0.7104,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",45.024,1.901,,,45.024,1.901,17.467,17.814,17.505,0.347,0.038,89.04899135,45.4479824,4.83825104,12,3.19940544,0.661273136,2.959,3,0.09272781,0.13508506,1.456791226,
1298,13,10.002,Sierra Foothill REC ,Control,11/24/09,5/16/10,4/30/13,5/7/13,1080,5.568,0.5567,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",45.868,1.825,,,45.868,1.825,17.208,17.587,17.248,0.379,0.04,89.44591029,45.64721257,4.83776736,13,2.55393024,0.527915059,2.959,3,0.09271854,0.101616,1.095962037,
1306,14,10.003,Sierra Foothill REC ,K,11/24/09,5/16/10,4/30/13,5/7/13,1080,6.342,0.634,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",48.141,1.792,,,48.141,1.792,17.292,17.641,17.32,0.349,0.028,91.97707736,46.91771087,4.83825104,14,3.05310222,0.631034271,2.959,3,0.09272781,0.11364864,1.225615487,
1312,15,10.001,Sierra Foothill REC ,NK,11/24/09,5/16/10,5/1/13,5/7/13,1081,5.322,0.5321,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",46.96,1.902,,,46.96,1.902,17.535,17.922,17.574,0.387,0.039,89.92248062,45.88642309,4.83728368,15,2.4992112,0.51665591,2.962,3,0.09270927,0.10122444,1.091848097,
1318,16,9.999,Sierra Foothill REC ,P,11/24/09,5/16/10,4/30/13,5/7/13,1080,7.43,0.7431,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",47.666,1.635,,,47.666,1.635,17.418,17.784,17.449,0.366,0.031,91.53005464,46.69333153,4.83631632,16,3.5415838,0.732289529,2.959,3,0.09269073,0.1214805,1.310600316,
1327,17,10,Sierra Foothill REC ,NPK+Fence,11/24/09,5/16/10,4/30/13,5/7/13,1080,7.548,0.7548,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",43.56,1.812,,,43.56,1.812,16.972,17.446,17.044,0.474,0.072,84.81012658,43.32031941,4.8368,17,3.2879088,0.679769434,2.959,3,0.0927,0.13676976,1.475401942,
1334,18,10.007,Sierra Foothill REC ,PK,11/24/09,5/16/10,4/30/13,5/7/13,1080,6.559,0.6554,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",46.163,1.661,,,46.163,1.661,17.702,18.076,17.74,0.374,0.038,89.83957219,45.84480789,4.84018576,18,3.02783117,0.625560943,2.959,3,0.09276489,0.10894499,1.174420516,
1341,19,10,Sierra Foothill REC ,N,11/24/09,5/16/10,4/30/13,5/7/13,1080,5.959,0.5959,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",46.74,1.96,,,46.74,1.96,17.071,17.543,17.126,0.472,0.055,88.34745763,45.09585337,4.8368,19,2.7852366,0.57584283,2.959,3,0.0927,0.1167964,1.25993959,
1347,20,10.002,Sierra Foothill REC ,NPK,11/24/09,5/16/10,4/30/13,5/7/13,1080,6.169,0.6168,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",46.382,1.784,,,46.382,1.784,17.347,17.854,17.45,0.507,0.103,79.68441815,40.74751261,4.83776736,20,2.86130558,0.591451669,2.959,3,0.09271854,0.11005496,1.186979001,
1355,21,9.993,Sierra Foothill REC ,K,11/24/09,5/16/10,4/30/13,5/7/13,1080,6.964,0.6969,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",48.343,1.519,,,48.343,1.519,17.293,17.738,17.326,0.445,0.033,92.58426966,47.22248601,4.83341424,21,3.36660652,0.696527621,2.959,3,0.09263511,0.10578316,1.141933766,
1362,22,9.991,Sierra Foothill REC ,P,11/24/09,5/16/10,4/30/13,5/7/13,1080,6.836,0.6842,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",47.19,1.638,,,47.19,1.638,17.586,18.01,17.624,0.424,0.038,91.03773585,46.4462162,4.83244688,22,3.2259084,0.667551756,2.959,3,0.09261657,0.11197368,1.209002666,
1369,23,10.005,Sierra Foothill REC ,NPK,11/24/09,5/16/10,4/30/13,5/7/13,1080,6.712,0.6709,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",45.939,1.96,,,45.939,1.96,17.245,17.766,17.313,0.521,0.068,86.94817658,44.39349587,4.8392184,23,3.08342568,0.637174317,2.959,3,0.09274635,0.1315552,1.418440726,
1376,24,10.008,Sierra Foothill REC ,NK,11/24/09,5/16/10,4/30/13,5/7/13,1080,6.102,0.6097,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",46.849,1.862,,,46.849,1.862,17.28,17.754,17.35,0.474,0.07,85.23206751,43.53210916,4.84066944,24,2.85872598,0.59056418,2.959,3,0.09277416,0.11361924,1.22468627,
1383,25,10.004,Sierra Foothill REC ,PK,11/24/09,5/16/10,4/30/13,5/7/13,1080,8.588,0.8585,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",28.313,1.28,,,28.313,1.28,17.386,17.89,17.556,0.504,0.17,66.26984127,34.01417709,4.83873472,25,2.43152044,0.502511624,2.959,3,0.09273708,0.1099264,1.185355416,
1390,26,10.007,Sierra Foothill REC ,Fence,11/24/09,5/16/10,4/30/13,5/7/13,1080,6.168,0.6164,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",48.175,1.809,,,48.175,1.809,17.426,17.894,17.478,0.468,0.052,88.88888889,45.3676203,4.84018576,26,2.971434,0.613909083,2.959,3,0.09276489,0.11157912,1.202816281,
1397,27,10,Sierra Foothill REC ,Control,11/24/09,5/16/10,4/30/13,5/7/13,1080,7.021,0.7021,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",47.506,1.674,,,47.506,1.674,17.17,17.64,17.219,0.47,0.049,89.57446809,45.71174109,4.8368,27,3.33539626,0.689587384,2.959,3,0.0927,0.11753154,1.267869903,
1404,28,10.001,Sierra Foothill REC ,NP,11/24/09,5/16/10,4/30/13,5/7/13,1080,6.382,0.6381,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",36.819,1.436,,,36.819,1.436,17.104,17.642,17.183,0.538,0.079,85.31598513,43.57423091,4.83728368,28,2.34978858,0.485766131,2.959,3,0.09270927,0.09164552,0.988525959,
1412,29,9.998,Sierra Foothill REC ,NPK+Fence,11/24/09,5/16/10,4/30/13,5/7/13,1080,7.079,0.708,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",46.858,2.199,,,46.858,2.199,16.965,17.339,17.017,0.374,0.052,86.09625668,43.96588174,4.83583264,29,3.31707782,0.685937266,2.959,3,0.09268146,0.15566721,1.679593848,
1418,30,10.01,Sierra Foothill REC ,N,11/24/09,5/16/10,4/30/13,5/7/13,1080,6.988,0.6981,"Sent for Buttercup but only contains pretreatment, so deployed in extra blocks in Sierra Foothills",48.739,1.738,,,48.739,1.738,17.325,17.714,17.362,0.389,0.037,90.48843188,46.17049763,4.8416368,30,3.40588132,0.703456591,2.959,3,0.0927927,0.12145144,1.308846924,
215,1,10,Sierra Foothill REC ,NK,,5/17/10,4/30/13,5/7/13,1079,10.619,1.0619,,31.537,1.46,,,31.537,1.46,17.184,17.71,17.332,0.526,0.148,71.86311787,36.82167585,4.8368,31,3.34891403,0.69238216,2.956,3,0.0927,0.1550374,1.672463862,
222,2,10.01,Sierra Foothill REC ,P,,5/17/10,4/30/13,5/7/13,1079,10.28,1.027,,29.404,1.402,,,29.404,1.402,17.184,17.71,17.332,0.526,0.148,71.86311787,36.82167585,4.8416368,32,3.0227312,0.624320106,2.956,3,0.0927927,0.1441256,1.553199767,
228,3,10.01,Sierra Foothill REC ,PK,,5/17/10,4/30/13,5/7/13,1079,9.452,0.9443,,34.908,1.274,,,34.908,1.274,17.184,17.71,17.332,0.526,0.148,71.86311787,36.82167585,4.8416368,33,3.29950416,0.68148527,2.956,3,0.0927927,0.12041848,1.297715014,
236,4,10.01,Sierra Foothill REC ,Control,,5/17/10,4/30/13,5/7/13,1079,10.563,1.0552,,34.603,1.388,,,34.603,1.388,17.42,17.891,17.564,0.471,0.144,69.42675159,35.59876202,4.8416368,34,3.65511489,0.754933722,2.956,3,0.0927927,0.14661444,1.580021273,
242,5,10.01,Sierra Foothill REC ,K,,5/17/10,4/30/13,5/7/13,1079,9.071,0.9062,,39.838,1.444,,,39.838,1.444,17.184,17.71,17.332,0.526,0.148,71.86311787,36.82167585,4.8416368,35,3.61370498,0.746380848,2.956,3,0.0927927,0.13098524,1.41158992,
250,6,10.01,Sierra Foothill REC ,Fence,,5/17/10,4/30/13,5/7/13,1079,9.291,0.9282,,35.387,1.368,,,35.387,1.368,17.184,17.71,17.332,0.526,0.148,71.86311787,36.82167585,4.8416368,36,3.28780617,0.679069147,2.956,3,0.0927927,0.12710088,1.3697293,
257,7,10.01,Sierra Foothill REC ,NPK+Fence,,5/17/10,4/30/13,5/7/13,1079,5.853,0.5847,,43.286,1.796,,,43.286,1.796,17.184,17.71,17.332,0.526,0.148,71.86311787,36.82167585,4.8416368,37,2.53352958,0.523279561,2.956,3,0.0927927,0.10511988,1.132846442,
264,8,10.01,Sierra Foothill REC ,NPK,,5/17/10,4/30/13,5/7/13,1079,6.004,0.5998,,32.415,1.389,,,32.415,1.389,17.202,17.717,17.365,0.515,0.163,68.34951456,35.05805183,4.8416368,38,1.9461966,0.401970796,2.956,3,0.0927927,0.08339556,0.898729749,
271,9,10.01,Sierra Foothill REC ,NP,,5/17/10,4/30/13,5/7/13,1079,8.131,0.8123,,43.077,1.658,,,43.077,1.658,17.258,17.63,17.32,0.372,0.062,83.33333333,42.5790553,4.8416368,39,3.50259087,0.723431148,2.956,3,0.0927927,0.13481198,1.452829587,
278,10,9.99,Sierra Foothill REC ,N,,5/17/10,4/30/13,5/7/13,1079,7.363,0.737,,35.522,1.49,,,35.522,1.49,17.184,17.71,17.332,0.526,0.148,71.86311787,36.82167585,4.8319632,40,2.61548486,0.541288241,2.956,3,0.0926073,0.1097087,1.184665788,
283,11,10.01,Sierra Foothill REC ,N,,5/15/10,4/30/13,5/7/13,1081,7.306,0.7299,,50.254,2.045,,,50.254,2.045,17.5,17.971,17.643,0.471,0.143,69.63906582,35.70533138,4.8416368,41,3.67155724,0.758329753,2.962,3,0.0927927,0.1494077,1.610123426,
288,12,10,Sierra Foothill REC ,NP,,5/15/10,4/30/13,5/7/13,1081,7.432,0.7432,,47.352,1.692,,,47.352,1.692,17.258,17.63,17.32,0.372,0.062,83.33333333,42.5790553,4.8368,42,3.51920064,0.727588621,2.962,3,0.0927,0.12574944,1.356520388,
